MaDH,MaKH,MaSP,SoLuong,NgayDat,TongTien
26215,524,42,6,2024-12-01,3300000
26216,877,59,3,2024-12-31,11970000
26217,442,7,10,2025-02-18,124400000
26218,802,55,2,2024-02-16,14580000
26219,902,35,1,2024-05-15,2750000
26220,253,9,5,2024-03-08,64950000
26221,468,3,9,2024-06-19,69750000
26222,708,72,10,2024-08-13,159900000
26223,337,41,4,2024-07-20,3960000
26224,151,78,8,2024-12-25,392000
26225,79,87,5,2025-01-09,960000
26226,271,80,6,2024-03-13,3060000
26227,326,89,4,2025-01-23,3960000
26228,415,43,10,2024-10-15,4200000
26229,568,85,3,2025-01-31,270000
26230,177,77,4,2024-08-07,112760000
26231,80,21,2,2025-01-28,28980000
26232,886,70,3,2024-11-14,68070000
26233,888,20,1,2024-04-19,7750000
26234,703,42,7,2024-11-24,3850000
26235,54,47,4,2025-01-07,30360000
26236,741,41,8,2024-04-13,7920000
26237,41,18,4,2024-08-14,21160000
26238,430,46,7,2024-09-23,24430000
26239,225,21,3,2025-01-23,43470000
26240,876,46,3,2025-01-14,10470000
26241,842,58,7,2024-10-03,58240000
26242,929,87,4,2024-12-02,768000
26243,346,40,5,2024-09-10,2495000
26244,789,78,9,2024-12-02,441000
26245,782,66,3,2025-01-22,8370000
26246,554,95,7,2024-08-13,6230000
26247,157,93,10,2024-08-11,11900000
26248,848,74,2,2024-06-04,30580000
26249,518,59,7,2025-01-31,27930000
26250,271,41,8,2024-05-14,7920000
26251,702,26,1,2024-06-15,3240000
26252,793,68,2,2025-02-19,20380000
26253,493,46,8,2025-01-20,27920000
26254,394,4,4,2025-03-17,11000000
26255,335,72,4,2024-04-09,63960000
26256,568,75,4,2024-06-24,73560000
26257,780,82,2,2024-05-22,340000
26258,493,61,3,2024-08-30,14370000
26259,519,15,10,2024-12-16,84900000
26260,804,63,8,2024-11-12,68800000
26261,338,66,9,2024-04-03,25110000
26262,525,14,3,2024-11-05,25470000
26263,312,14,9,2024-09-08,76410000
26264,990,46,9,2024-05-08,31410000
26265,998,72,1,2024-04-08,15990000
26266,356,16,1,2025-03-12,2990000
26267,70,7,10,2024-12-13,124400000
26268,907,10,10,2024-05-07,73900000
26269,601,76,1,2024-05-16,22790000
26270,140,88,1,2024-07-12,790000
26271,158,55,9,2025-01-14,65610000
26272,274,17,10,2024-11-07,178900000
26273,58,8,9,2024-11-06,91710000
26274,707,49,5,2024-11-02,38450000
26275,965,84,9,2024-12-23,4050000
26276,374,2,5,2024-11-05,62200000
26277,683,48,9,2025-02-05,71910000
26278,572,38,2,2024-07-02,4180000
26279,254,24,7,2025-03-08,30800000
26280,49,7,1,2024-08-01,12440000
26281,49,73,7,2024-02-20,109830000
26282,446,3,5,2024-11-05,38750000
26283,122,94,1,2024-02-11,5990000
26284,428,48,9,2024-02-16,71910000
26285,734,96,9,2024-03-04,7110000
26286,284,25,1,2024-04-27,10750000
26287,254,26,10,2024-02-23,32400000
26288,919,74,4,2025-03-02,61160000
26289,639,61,10,2024-09-13,47900000
26290,714,76,8,2025-02-18,182320000
26291,545,52,9,2024-07-19,7731000
26292,465,72,7,2024-07-02,111930000
26293,995,71,4,2024-05-04,72760000
26294,978,22,2,2025-03-05,17380000
26295,6,7,1,2024-04-11,12440000
26296,708,41,5,2025-01-29,4950000
26297,877,91,9,2024-07-12,21960000
26298,964,12,1,2025-01-08,11750000
26299,949,75,2,2025-01-26,36780000
26300,370,34,5,2024-02-13,18950000
26301,314,41,2,2024-10-08,1980000
26302,155,41,6,2024-12-01,5940000
26303,336,33,9,2024-03-27,124110000
26304,889,92,2,2024-12-10,5180000
26305,227,73,3,2024-10-10,47070000
26306,44,27,10,2024-12-06,169000000
26307,466,67,5,2024-09-13,21450000
26308,945,48,9,2024-07-16,71910000
26309,596,12,7,2024-11-16,82250000
26310,689,8,5,2025-02-16,50950000
26311,82,61,9,2024-06-24,43110000
26312,499,36,9,2024-07-23,9495000
26313,123,66,5,2025-02-26,13950000
26314,165,81,1,2025-02-07,170000
26315,915,11,1,2024-05-28,13990000
26316,717,49,7,2024-05-25,53830000
26317,419,28,2,2024-04-25,37980000
26318,57,87,2,2024-12-02,384000
26319,1000,18,2,2024-07-25,10580000
26320,371,72,7,2024-07-06,111930000
26321,793,60,8,2025-02-02,63512000
26322,60,96,2,2024-06-08,1580000
26323,271,16,3,2024-08-30,8970000
26324,465,51,9,2024-05-11,71910000
26325,701,28,2,2024-07-07,37980000
26326,15,79,5,2024-07-08,375000
26327,152,94,9,2025-03-17,53910000
26328,440,81,10,2024-09-27,1700000
26329,135,21,4,2024-09-06,57960000
26330,386,56,10,2024-10-16,39900000
26331,959,78,2,2025-03-01,98000
26332,317,20,1,2024-03-24,7750000
26333,772,22,7,2025-01-17,60830000
26334,604,14,2,2024-11-07,16980000
26335,64,55,3,2025-01-09,21870000
26336,662,20,8,2024-12-19,62000000
26337,864,39,5,2025-02-01,4950000
26338,558,5,6,2024-09-23,51600000
26339,437,29,10,2024-03-26,93900000
26340,932,82,9,2024-10-16,1530000
26341,949,42,7,2024-12-08,3850000
26342,924,80,2,2024-05-15,1020000
26343,160,10,3,2024-11-10,22170000
26344,562,96,6,2025-02-13,4740000
26345,503,38,8,2024-07-19,16720000
26346,935,50,4,2024-08-10,22360000
26347,197,26,5,2025-03-05,16200000
26348,759,43,3,2024-10-08,1260000
26349,714,26,5,2024-11-30,16200000
26350,868,47,10,2025-03-12,75900000
26351,191,3,1,2024-05-22,7750000
26352,491,32,7,2024-09-25,76930000
26353,747,80,7,2024-07-06,3570000
26354,112,55,4,2025-02-14,29160000
26355,957,28,8,2024-08-03,151920000
26356,249,54,7,2024-10-20,34230000
26357,971,45,10,2024-05-19,39900000
26358,44,87,2,2024-03-04,384000
26359,678,44,1,2024-03-31,519000
26360,823,2,4,2024-10-24,49760000
26361,599,9,7,2024-07-05,90930000
26362,685,19,6,2025-02-14,18540000
26363,651,64,7,2024-08-27,58730000
26364,181,72,5,2024-07-12,79950000
26365,154,36,3,2024-03-17,3165000
26366,417,70,4,2025-02-22,90760000
26367,612,56,2,2025-02-20,7980000
26368,1000,64,6,2024-06-28,50340000
26369,800,52,5,2025-03-09,4295000
26370,802,54,6,2024-02-23,29340000
26371,108,77,4,2024-11-22,112760000
26372,389,27,8,2024-08-13,135200000
26373,5,5,4,2024-09-26,34400000
26374,96,85,4,2024-08-27,360000
26375,610,6,5,2024-03-20,51950000
26376,60,44,7,2024-03-15,3633000
26377,144,85,5,2024-11-26,450000
26378,91,80,4,2025-03-03,2040000
26379,359,76,5,2024-04-07,113950000
26380,517,40,10,2024-08-22,4990000
26381,266,16,9,2024-12-08,26910000
26382,178,42,10,2024-03-30,5500000
26383,982,52,1,2025-01-21,859000
26384,85,42,2,2024-06-28,1100000
26385,911,74,7,2024-04-17,107030000
26386,820,21,5,2024-03-05,72450000
26387,847,71,10,2024-03-08,181900000
26388,816,36,8,2024-06-05,8440000
26389,946,91,3,2024-11-26,7320000
26390,462,62,6,2024-10-23,40470000
26391,24,43,2,2024-10-30,840000
26392,180,30,1,2024-12-21,11090000
26393,339,92,1,2025-02-25,2590000
26394,174,27,4,2024-11-04,67600000
26395,510,53,8,2024-08-03,9520000
26396,335,12,8,2025-03-06,94000000
26397,274,29,6,2024-03-08,56340000
26398,834,43,9,2024-03-02,3780000
26399,248,35,9,2024-05-29,24750000
26400,10,61,4,2024-05-31,19160000
26401,792,56,4,2025-03-07,15960000
26402,413,90,2,2024-04-21,1980000
26403,839,4,3,2024-05-07,8250000
26404,645,50,10,2024-04-06,55900000
26405,687,84,8,2024-11-15,3600000
26406,558,66,5,2025-02-06,13950000
26407,958,92,7,2024-07-22,18130000
26408,83,21,6,2024-06-29,86940000
26409,718,60,9,2024-04-13,71451000
26410,44,43,3,2025-03-08,1260000
26411,399,82,4,2024-11-11,680000
26412,721,7,10,2024-11-22,124400000
26413,862,16,2,2024-12-01,5980000
26414,3,11,5,2024-02-13,69950000
26415,391,79,4,2024-08-28,300000
26416,393,61,2,2025-02-17,9580000
26417,513,85,5,2024-04-24,450000
26418,260,77,9,2024-05-18,253710000
26419,533,62,1,2024-10-15,6745000
26420,793,8,10,2025-01-21,101900000
26421,336,95,5,2024-04-01,4450000
26422,698,34,7,2024-08-28,26530000
26423,534,31,10,2024-08-27,20900000
26424,904,55,9,2024-09-24,65610000
26425,816,9,7,2024-06-17,90930000
26426,164,75,7,2025-01-06,128730000
26427,53,90,5,2025-03-07,4950000
26428,533,7,3,2024-03-25,37320000
26429,314,23,7,2025-01-16,45430000
26430,265,44,10,2024-08-17,5190000
26431,618,24,1,2024-07-31,4400000
26432,721,23,5,2025-01-09,32450000
26433,28,94,6,2024-12-06,35940000
26434,200,35,4,2024-11-05,11000000
26435,12,9,3,2024-08-15,38970000
26436,984,20,8,2025-03-12,62000000
26437,317,89,1,2024-08-10,990000
26438,13,55,5,2024-12-17,36450000
26439,381,36,8,2024-02-20,8440000
26440,567,78,1,2024-10-08,49000
26441,236,10,8,2024-03-11,59120000
26442,615,34,6,2025-01-24,22740000
26443,545,14,7,2024-05-03,59430000
26444,555,81,9,2024-08-22,1530000
26445,777,42,7,2024-08-04,3850000
26446,345,39,6,2024-10-14,5940000
26447,614,6,3,2024-07-26,31170000
26448,902,81,10,2024-04-10,1700000
26449,470,80,1,2024-08-10,510000
26450,309,14,9,2024-05-11,76410000
26451,860,6,1,2024-05-25,10390000
26452,713,94,10,2024-08-27,59900000
26453,510,85,3,2024-07-12,270000
26454,732,19,9,2024-03-07,27810000
26455,760,15,2,2024-11-26,16980000
26456,995,23,8,2024-10-07,51920000
26457,82,48,6,2024-09-01,47940000
26458,755,71,9,2024-04-12,163710000
26459,316,81,2,2024-04-23,340000
26460,24,20,10,2024-07-28,77500000
26461,677,59,7,2024-09-27,27930000
26462,547,83,2,2024-02-26,170000
26463,435,57,2,2024-10-14,10298000
26464,176,94,10,2024-03-11,59900000
26465,668,45,1,2025-03-01,3990000
26466,19,51,10,2025-02-15,79900000
26467,312,70,3,2024-02-29,68070000
26468,732,76,4,2024-05-13,91160000
26469,196,21,7,2024-05-02,101430000
26470,587,72,7,2024-11-15,111930000
26471,829,64,8,2024-03-03,67120000
26472,669,65,9,2024-08-06,35910000
26473,631,2,2,2025-01-03,24880000
26474,278,55,5,2024-04-05,36450000
26475,896,15,4,2024-03-11,33960000
26476,321,53,2,2024-04-23,2380000
26477,563,2,3,2025-03-12,37320000
26478,442,24,2,2024-05-16,8800000
26479,116,33,4,2025-03-11,55160000
26480,293,49,10,2024-08-04,76900000
26481,622,21,8,2024-07-30,115920000
26482,579,73,5,2024-02-23,78450000
26483,615,16,9,2024-09-21,26910000
26484,10,76,9,2024-05-14,205110000
26485,351,13,4,2024-03-31,15160000
26486,435,55,9,2025-02-23,65610000
26487,892,27,8,2024-04-23,135200000
26488,720,76,1,2024-11-09,22790000
26489,140,35,8,2024-10-27,22000000
26490,248,54,5,2024-02-19,24450000
26491,798,66,4,2024-02-11,11160000
26492,173,62,4,2024-07-18,26980000
26493,534,54,7,2025-02-21,34230000
26494,948,31,4,2024-12-20,8360000
26495,535,92,10,2025-01-19,25900000
26496,566,51,9,2024-03-01,71910000
26497,111,39,9,2024-12-12,8910000
26498,192,35,3,2024-09-30,8250000
26499,615,56,10,2025-01-18,39900000
26500,782,78,7,2024-11-03,343000
26501,930,77,7,2024-10-01,197330000
26502,20,96,10,2024-03-02,7900000
26503,466,84,5,2024-05-04,2250000
26504,852,1,5,2024-03-27,27400000
26505,435,38,2,2024-09-08,4180000
26506,786,53,8,2024-07-27,9520000
26507,209,10,7,2024-05-29,51730000
26508,181,34,6,2025-02-24,22740000
26509,895,10,2,2024-06-12,14780000
26510,12,74,6,2024-02-14,91740000
26511,852,1,5,2024-09-02,27400000
26512,673,92,1,2025-03-08,2590000
26513,42,18,6,2024-04-09,31740000
26514,124,73,6,2024-12-10,94140000
26515,45,9,5,2024-12-02,64950000
26516,58,48,7,2024-05-13,55930000
26517,556,52,9,2025-01-12,7731000
26518,853,82,7,2025-02-20,1190000
26519,399,19,5,2025-01-11,15450000
26520,279,34,4,2025-01-13,15160000
26521,236,94,7,2024-11-21,41930000
26522,84,36,4,2024-12-12,4220000
26523,284,78,2,2024-11-05,98000
26524,410,50,2,2025-01-11,11180000
26525,781,84,2,2024-06-03,900000
26526,880,39,1,2025-02-03,990000
26527,870,6,7,2024-07-19,72730000
26528,847,50,7,2024-02-25,39130000
26529,420,35,3,2024-03-22,8250000
26530,820,36,9,2025-02-12,9495000
26531,426,46,9,2024-07-30,31410000
26532,782,3,4,2024-08-13,31000000
26533,352,64,4,2024-08-11,33560000
26534,7,41,9,2024-10-08,8910000
26535,102,60,7,2024-05-31,55573000
26536,798,54,8,2024-07-09,39120000
26537,482,69,8,2024-02-24,111920000
26538,538,93,2,2024-10-19,2380000
26539,76,67,5,2024-02-22,21450000
26540,864,72,7,2024-05-06,111930000
26541,851,46,9,2024-07-25,31410000
26542,622,28,2,2024-08-14,37980000
26543,824,48,10,2024-09-06,79900000
26544,145,75,9,2024-08-18,165510000
26545,616,45,9,2024-07-14,35910000
26546,579,76,3,2024-12-12,68370000
26547,366,38,7,2024-12-24,14630000
26548,416,6,2,2024-04-19,20780000
26549,569,33,4,2024-11-13,55160000
26550,460,16,9,2024-06-05,26910000
26551,73,46,1,2024-07-15,3490000
26552,344,96,7,2024-07-03,5530000
26553,940,57,5,2024-09-15,25745000
26554,240,3,1,2024-06-20,7750000
26555,132,26,9,2024-10-28,29160000
26556,697,74,2,2024-04-13,30580000
26557,622,6,9,2024-11-23,93510000
26558,556,82,6,2025-01-06,1020000
26559,585,46,9,2024-10-22,31410000
26560,774,92,9,2024-08-09,23310000
26561,817,23,5,2024-04-17,32450000
26562,177,79,4,2024-12-17,300000
26563,392,75,6,2025-01-05,110340000
26564,463,52,9,2024-09-04,7731000
26565,46,74,4,2024-08-28,61160000
26566,127,30,6,2025-02-13,66540000
26567,116,1,2,2025-03-10,10960000
26568,990,57,9,2024-08-08,46341000
26569,41,74,3,2025-02-10,45870000
26570,172,61,5,2024-06-10,23950000
26571,558,77,6,2024-09-20,169140000
26572,263,5,3,2024-05-28,25800000
26573,749,64,4,2024-08-18,33560000
26574,991,29,2,2024-03-05,18780000
26575,472,67,6,2025-03-15,25740000
26576,822,78,5,2024-12-05,245000
26577,535,40,7,2024-11-11,3493000
26578,451,6,4,2024-09-10,41560000
26579,140,68,4,2024-11-10,40760000
26580,855,11,6,2025-01-01,83940000
26581,258,25,10,2024-12-29,107500000
26582,910,5,9,2024-03-12,77400000
26583,310,25,5,2024-12-07,53750000
26584,104,39,9,2024-06-15,8910000
26585,71,71,8,2024-04-18,145520000
26586,273,64,10,2024-02-25,83900000
26587,260,42,6,2025-03-11,3300000
26588,650,30,9,2024-02-19,99810000
26589,962,50,7,2024-10-11,39130000
26590,527,47,8,2024-06-10,60720000
26591,583,70,7,2024-06-01,158830000
26592,32,29,2,2024-06-05,18780000
26593,365,14,10,2024-02-29,84900000
26594,848,84,7,2024-02-11,3150000
26595,729,37,1,2024-09-12,439000
26596,814,10,4,2024-11-15,29560000
26597,903,55,8,2024-07-28,58320000
26598,50,30,7,2024-12-26,77630000
26599,617,47,8,2024-05-04,60720000
26600,741,88,10,2024-09-30,7900000
26601,572,64,8,2024-07-15,67120000
26602,879,52,1,2024-05-29,859000
26603,359,87,9,2024-07-08,1728000
26604,930,89,7,2024-02-13,6930000
26605,398,83,4,2024-06-23,340000
26606,699,12,8,2024-07-10,94000000
26607,240,24,9,2024-09-10,39600000
26608,507,66,4,2025-01-02,11160000
26609,901,38,8,2024-12-29,16720000
26610,111,47,10,2024-10-31,75900000
26611,50,38,10,2024-12-18,20900000
26612,84,71,2,2024-12-11,36380000
26613,110,14,6,2024-12-18,50940000
26614,798,31,10,2024-06-04,20900000
26615,903,64,5,2024-08-30,41950000
26616,448,96,1,2024-07-02,790000
26617,87,36,6,2024-11-21,6330000
26618,853,75,6,2024-10-13,110340000
26619,242,13,5,2024-08-24,18950000
26620,899,68,7,2024-06-10,71330000
26621,335,6,9,2024-03-16,93510000
26622,757,60,7,2025-01-04,55573000
26623,517,18,3,2024-02-24,15870000
26624,361,34,8,2025-02-13,30320000
26625,684,2,1,2024-08-04,12440000
26626,496,95,7,2024-11-22,6230000
26627,231,43,10,2024-06-08,4200000
26628,587,68,10,2024-04-01,101900000
26629,742,21,8,2024-08-23,115920000
26630,31,58,4,2024-05-06,33280000
26631,601,47,3,2024-05-29,22770000
26632,346,29,3,2024-03-19,28170000
26633,566,38,1,2024-03-21,2090000
26634,62,33,9,2024-03-04,124110000
26635,187,4,4,2024-09-02,11000000
26636,170,65,4,2024-07-05,15960000
26637,611,92,4,2024-12-23,10360000
26638,714,25,1,2024-07-30,10750000
26639,812,41,1,2024-07-06,990000
26640,332,44,10,2025-02-16,5190000
26641,654,53,6,2024-04-13,7140000
26642,997,74,1,2024-09-20,15290000
26643,220,15,7,2024-03-29,59430000
26644,750,29,8,2024-03-04,75120000
26645,236,63,9,2024-04-16,77400000
26646,775,34,5,2024-08-29,18950000
26647,288,22,4,2024-09-11,34760000
26648,652,14,6,2024-09-24,50940000
26649,295,25,7,2024-06-19,75250000
26650,277,78,7,2025-01-17,343000
26651,559,10,8,2024-06-12,59120000
26652,682,31,1,2024-03-09,2090000
26653,689,46,2,2024-03-18,6980000
26654,927,46,2,2024-05-20,6980000
26655,766,31,1,2024-12-11,2090000
26656,336,72,5,2025-02-09,79950000
26657,20,78,7,2024-11-14,343000
26658,381,71,1,2024-05-13,18190000
26659,560,2,7,2024-08-16,87080000
26660,445,78,2,2024-12-26,98000
26661,946,12,7,2024-07-12,82250000
26662,914,13,2,2024-07-21,7580000
26663,960,39,7,2025-01-16,6930000
26664,101,27,7,2025-02-06,118300000
26665,410,90,5,2024-09-09,4950000
26666,293,38,4,2024-07-31,8360000
26667,879,33,4,2024-11-01,55160000
26668,365,53,4,2025-02-18,4760000
26669,927,66,8,2024-12-21,22320000
26670,103,12,3,2024-02-15,35250000
26671,261,90,8,2024-08-26,7920000
26672,491,96,1,2024-08-19,790000
26673,247,65,9,2025-02-05,35910000
26674,716,30,7,2024-12-19,77630000
26675,546,17,4,2025-01-17,71560000
26676,225,22,3,2024-08-18,26070000
26677,355,74,4,2024-03-10,61160000
26678,434,45,7,2024-04-10,27930000
26679,911,92,10,2024-09-27,25900000
26680,409,93,7,2025-01-12,8330000
26681,458,6,2,2025-03-11,20780000
26682,277,67,4,2024-11-23,17160000
26683,152,70,5,2024-02-18,113450000
26684,970,66,3,2024-02-28,8370000
26685,129,81,4,2024-09-16,680000
26686,685,95,9,2024-11-09,8010000
26687,635,81,1,2024-12-31,170000
26688,70,83,7,2024-07-25,595000
26689,242,2,4,2024-10-13,49760000
26690,622,42,9,2024-02-17,4950000
26691,718,7,9,2025-02-22,111960000
26692,686,69,8,2024-03-28,111920000
26693,851,56,3,2024-10-25,11970000
26694,743,56,10,2024-11-20,39900000
26695,583,77,4,2024-08-13,112760000
26696,331,51,10,2024-09-23,79900000
26697,355,40,1,2024-08-09,499000
26698,978,77,6,2024-03-07,169140000
26699,41,28,10,2024-06-16,189900000
26700,642,73,5,2024-07-17,78450000
26701,151,2,5,2024-02-22,62200000
26702,931,9,8,2024-12-14,103920000
26703,637,42,5,2024-03-15,2750000
26704,131,88,10,2025-01-06,7900000
26705,982,3,2,2024-05-07,15500000
26706,17,10,4,2024-10-05,29560000
26707,343,54,8,2024-10-16,39120000
26708,245,79,1,2024-10-05,75000
26709,113,88,9,2024-10-17,7110000
26710,307,55,5,2024-10-23,36450000
26711,888,34,3,2025-02-19,11370000
26712,351,92,9,2024-09-10,23310000
26713,733,70,9,2024-12-10,204210000
26714,211,27,1,2025-02-20,16900000
26715,979,70,6,2024-06-08,136140000
26716,650,81,10,2024-05-06,1700000
26717,873,35,6,2024-06-13,16500000
26718,56,27,5,2024-10-30,84500000
26719,322,19,3,2024-11-27,9270000
26720,742,61,2,2024-11-30,9580000
26721,379,50,8,2024-11-24,44720000
26722,57,5,9,2024-12-01,77400000
26723,897,70,4,2024-09-15,90760000
26724,799,16,7,2024-05-17,20930000
26725,956,3,6,2025-02-17,46500000
26726,811,91,5,2024-06-22,12200000
26727,170,34,4,2024-11-22,15160000
26728,338,3,4,2024-08-25,31000000
26729,939,16,4,2024-06-02,11960000
26730,650,25,9,2024-03-08,96750000
26731,321,74,6,2024-12-24,91740000
26732,708,32,5,2024-08-26,54950000
26733,587,44,7,2024-09-27,3633000
26734,160,1,1,2024-12-26,5480000
26735,492,14,1,2024-09-10,8490000
26736,66,53,7,2025-01-18,8330000
26737,94,62,4,2024-09-15,26980000
26738,389,50,3,2024-06-06,16770000
26739,477,10,5,2025-03-12,36950000
26740,557,30,3,2024-03-18,33270000
26741,860,6,8,2024-12-20,83120000
26742,874,75,3,2024-11-20,55170000
26743,423,71,9,2025-03-01,163710000
26744,575,45,9,2024-11-12,35910000
26745,742,8,4,2024-07-24,40760000
26746,6,46,10,2024-12-16,34900000
26747,963,63,7,2024-07-14,60200000
26748,737,10,4,2024-03-11,29560000
26749,533,79,5,2024-07-30,375000
26750,627,52,6,2024-09-12,5154000
26751,961,61,6,2024-10-04,28740000
26752,726,76,8,2024-05-06,182320000
26753,593,56,1,2024-04-15,3990000
26754,308,19,8,2024-10-22,24720000
26755,194,22,9,2025-03-17,78210000
26756,808,80,5,2024-02-23,2550000
26757,623,23,5,2024-11-16,32450000
26758,418,70,3,2024-11-05,68070000
26759,516,50,2,2025-02-10,11180000
26760,558,44,10,2025-01-07,5190000
26761,558,76,9,2024-10-10,205110000
26762,423,57,8,2025-02-06,41192000
26763,913,7,4,2025-02-12,49760000
26764,202,46,10,2024-09-23,34900000
26765,991,38,8,2024-11-07,16720000
26766,574,96,6,2025-01-30,4740000
26767,640,49,1,2024-04-09,7690000
26768,982,26,5,2024-10-05,16200000
26769,58,13,9,2025-03-01,34110000
26770,684,54,10,2024-05-17,48900000
26771,62,21,5,2024-10-04,72450000
26772,102,47,10,2024-08-30,75900000
26773,174,24,4,2024-07-17,17600000
26774,995,91,9,2024-09-15,21960000
26775,444,72,9,2024-10-22,143910000
26776,411,64,9,2024-10-05,75510000
26777,297,14,8,2025-01-16,67920000
26778,780,81,5,2024-08-02,850000
26779,908,84,2,2024-11-25,900000
26780,764,86,9,2024-09-09,900000
26781,765,16,9,2025-02-20,26910000
26782,788,30,5,2024-08-11,55450000
26783,513,71,1,2024-07-07,18190000
26784,386,77,1,2024-08-25,28190000
26785,754,16,1,2024-11-10,2990000
26786,94,76,5,2024-02-24,113950000
26787,798,70,2,2024-12-01,45380000
26788,62,55,3,2024-04-18,21870000
26789,748,24,8,2024-07-12,35200000
26790,356,6,9,2024-03-01,93510000
26791,750,28,8,2024-07-21,151920000
26792,957,93,8,2025-01-19,9520000
26793,408,50,5,2024-12-07,27950000
26794,974,52,8,2024-03-19,6872000
26795,65,59,7,2025-01-14,27930000
26796,239,18,10,2024-12-22,52900000
26797,592,2,3,2025-02-17,37320000
26798,968,63,7,2024-12-07,60200000
26799,936,16,4,2025-01-04,11960000
26800,736,38,1,2024-02-22,2090000
26801,424,32,4,2024-05-27,43960000
26802,823,39,6,2024-06-21,5940000
26803,302,15,8,2025-02-16,67920000
26804,666,52,8,2024-02-26,6872000
26805,70,66,8,2024-05-16,22320000
26806,86,37,1,2024-10-18,439000
26807,299,22,9,2024-10-21,78210000
26808,919,76,3,2024-07-18,68370000
26809,855,92,10,2024-06-07,25900000
26810,657,52,3,2024-09-13,2577000
26811,253,75,1,2024-03-16,18390000
26812,303,21,9,2025-01-23,130410000
26813,521,50,4,2024-09-01,22360000
26814,590,70,5,2024-12-12,113450000
26815,737,58,3,2024-11-22,24960000
26816,932,89,3,2024-10-14,2970000
26817,59,1,6,2024-02-25,32880000
26818,431,66,6,2025-01-15,16740000
26819,165,37,8,2024-02-23,3512000
26820,64,60,10,2024-07-05,79390000
26821,418,5,9,2024-02-13,77400000
26822,208,43,5,2025-01-22,2100000
26823,199,94,5,2024-09-29,29950000
26824,253,7,9,2024-02-15,111960000
26825,753,29,6,2024-10-18,56340000
26826,229,96,5,2024-05-11,3950000
26827,430,59,1,2025-02-03,3990000
26828,343,23,7,2024-08-08,45430000
26829,868,83,2,2024-07-26,170000
26830,438,50,7,2024-04-09,39130000
26831,442,38,3,2024-05-15,6270000
26832,852,57,10,2024-12-12,51490000
26833,30,33,4,2024-08-06,55160000
26834,578,41,6,2024-06-11,5940000
26835,64,17,5,2025-02-18,89450000
26836,218,9,5,2024-12-23,64950000
26837,527,63,3,2024-02-17,25800000
26838,445,16,4,2025-01-21,11960000
26839,998,2,7,2024-08-21,87080000
26840,571,61,10,2024-02-18,47900000
26841,368,8,1,2024-03-16,10190000
26842,852,93,5,2024-07-30,5950000
26843,675,9,9,2025-03-08,116910000
26844,315,48,6,2024-07-03,47940000
26845,519,45,10,2024-03-12,39900000
26846,745,32,1,2025-02-03,10990000
26847,136,28,2,2024-02-19,37980000
26848,856,89,3,2024-12-06,2970000
26849,336,37,4,2025-01-02,1756000
26850,42,75,10,2024-06-17,183900000
26851,173,14,1,2024-02-25,8490000
26852,220,61,10,2024-12-07,47900000
26853,318,13,5,2025-03-05,18950000
26854,8,86,1,2024-04-08,100000
26855,142,34,1,2024-08-03,3790000
26856,782,30,5,2024-11-12,55450000
26857,740,58,10,2024-09-07,83200000
26858,616,18,4,2025-02-15,21160000
26859,272,47,6,2024-06-13,45540000
26860,215,77,8,2024-11-11,225520000
26861,231,43,2,2024-10-31,840000
26862,340,72,8,2024-09-19,127920000
26863,90,62,4,2024-10-03,26980000
26864,357,11,6,2024-03-21,83940000
26865,170,75,9,2024-06-05,165510000
26866,162,17,9,2024-10-21,161010000
26867,42,30,5,2024-08-21,55450000
26868,917,73,5,2025-02-23,78450000
26869,430,72,4,2024-06-04,63960000
26870,827,7,3,2024-11-30,37320000
26871,542,10,7,2024-09-26,51730000
26872,418,48,8,2024-03-02,63920000
26873,848,61,2,2024-03-16,9580000
26874,131,86,7,2024-08-23,700000
26875,966,2,5,2024-02-22,62200000
26876,411,83,7,2024-05-19,595000
26877,398,92,2,2024-12-11,5180000
26878,314,54,7,2024-05-23,34230000
26879,908,8,1,2024-07-24,10190000
26880,621,69,5,2024-07-19,69950000
26881,616,9,5,2024-07-25,64950000
26882,433,80,2,2024-06-01,1020000
26883,974,5,7,2024-12-01,60200000
26884,559,2,7,2024-07-25,87080000
26885,154,35,6,2024-07-19,16500000
26886,775,1,2,2024-11-20,10960000
26887,266,41,1,2024-06-19,990000
26888,430,56,7,2024-10-12,27930000
26889,721,3,10,2024-05-25,77500000
26890,694,3,5,2024-03-03,38750000
26891,586,14,5,2025-01-16,42450000
26892,169,59,8,2025-01-22,31920000
26893,287,76,10,2024-03-18,227900000
26894,683,23,10,2024-03-29,64900000
26895,705,53,9,2024-04-14,10710000
26896,696,92,9,2024-02-24,23310000
26897,625,26,7,2024-12-17,22680000
26898,930,96,1,2024-05-18,790000
26899,11,56,6,2024-09-18,23940000
26900,533,81,9,2024-02-28,1530000
26901,252,18,4,2024-07-24,21160000
26902,350,26,7,2024-12-21,22680000
26903,188,90,4,2024-03-03,3960000
26904,195,30,5,2024-08-30,55450000
26905,848,12,10,2024-02-11,117500000
26906,280,31,7,2024-07-28,14630000
26907,861,3,7,2025-02-11,54250000
26908,645,52,5,2024-09-23,4295000
26909,994,68,8,2024-06-02,81520000
26910,934,44,5,2024-08-20,2595000
26911,925,43,6,2024-09-17,2520000
26912,399,40,5,2025-01-03,2495000
26913,780,90,7,2024-07-06,6930000
26914,671,41,6,2024-04-28,5940000
26915,941,23,3,2024-06-02,19470000
